open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1691395200000,242.770,243.200,240.620,240.920,393805.83,1691423999999,95288937.74480,145385,187027.23,45260307.30760,0
1691424000000,240.920,242.080,239.370,241.960,276054.12,1691452799999,66499497.34060,128716,135583.18,32664987.77790,0
1691452800000,241.960,243.910,241.380,242.810,261666.92,1691481599999,63515179.43960,95307,143522.66,34846484.53830,0
1691481600000,242.810,245.280,242.620,244.820,298389.22,1691510399999,72752207.35070,125223,156503.44,38163838.75390,0
1691510400000,244.820,248.580,244.620,245.240,433083.32,1691539199999,106716619.50940,173777,233306.08,57492456.76920,0
1691539200000,245.240,245.580,243.990,244.990,230108.42,1691567999999,56302971.43190,98586,108898.14,26646296.86430,0
1691568000000,244.980,245.450,243.410,243.920,305550.24,1691596799999,74679255.74710,125377,140139.59,34256952.66060,0
1691596800000,243.910,244.200,242.710,243.900,169021.54,1691625599999,41124965.61570,90798,79655.81,19381709.02300,0
1691625600000,243.900,243.990,241.500,241.970,221402.83,1691654399999,53756206.85550,98408,94628.65,22973760.98310,0
1691654400000,241.970,243.500,241.640,242.000,280752.19,1691683199999,68008868.12950,128808,134097.20,32488423.93240,0
1691683200000,242.000,242.360,240.340,241.330,193049.08,1691711999999,46556171.55630,98561,90209.90,21754951.56210,0
1691712000000,241.330,242.000,239.400,240.540,283483.32,1691740799999,68184059.73300,106931,127136.05,30587494.52680,0
1691740800000,240.540,241.060,238.100,238.680,311605.08,1691769599999,74667560.33920,121301,141267.52,33855217.97600,0
1691769600000,238.670,240.670,237.950,239.760,240374.70,1691798399999,57463818.91010,99670,129611.46,30993557.81970,0
1691798400000,239.750,240.560,239.330,240.400,139752.86,1691827199999,33543157.78240,64622,68090.25,16343634.79450,0
1691827200000,240.400,241.230,240.010,240.480,128186.62,1691855999999,30838657.39340,61820,62726.56,15091299.99870,0
1691856000000,240.490,240.800,239.710,240.180,82241.97,1691884799999,19771701.59320,52995,37795.09,9086655.72860,0
1691884800000,240.170,240.480,239.600,240.230,89264.57,1691913599999,21433826.49990,45565,43882.41,10536968.11740,0
1691913600000,240.230,240.860,240.020,240.260,86611.07,1691942399999,20824766.71780,46045,43898.38,10555486.48210,0
1691942400000,240.260,241.750,239.570,239.920,151443.06,1691971199999,36448437.24130,79205,72909.20,17552544.34650,0
1691971200000,239.910,241.400,239.500,240.460,162339.94,1691999999999,39047265.78880,76215,80205.37,19293335.72890,0
